 -0.173894 0.169752 0.982519
 -0.175078 0.168983 1.08384
 -0.175277 0.249408 0.892058
 -0.175653 0.251421 0.988031
 -0.175707 0.252027 1.08679
 -0.176211 0.332885 0.890379
 -0.17508 0.334005 1.08283
 -0.176663 0.414814 0.889537
 -0.17554 0.417521 0.988633
 -0.175159 0.417015 1.08645
 -0.175853 0.418318 1.18669
 -0.0599478 0.166377 0.894572
 -0.056094 0.159833 0.987469
 -0.0554994 0.160103 1.08864
 -0.0576708 0.162035 1.18937
 -0.0602598 0.248833 0.890332
 -0.0558221 0.247474 0.989315
 -0.0550872 0.246849 1.09109
 -0.0596815 0.332977 0.892048
 -0.0557681 0.332379 0.991708
 -0.0557683 0.330265 1.08574
 -0.0599919 0.415031 0.992907
 -0.0569325 0.415198 1.08962
 -0.0574389 0.415134 1.19167
 0.0572898 0.166865 0.895065
 0.0620844 0.161192 1.09002
 0.0599131 0.162734 1.19064
 0.0546989 0.250937 0.887786
 0.0622254 0.246086 1.08671
 0.0614885 0.248084 1.19197
 0.0540593 0.334084 0.887015
 0.0601939 0.332833 0.99011
 0.0610729 0.331683 1.18824
 0.0529138 0.41933 0.886965
 0.0595764 0.417402 0.990032
 0.061197 0.415055 1.18918
 0.173912 0.168023 0.894924
 0.177891 0.159731 0.986621
 0.179625 0.16106 1.19176
 0.170039 0.250026 0.884341
 0.177108 0.247803 0.987139
 0.177668 0.247927 1.09063
 0.178032 0.248142 1.19233
 0.17042 0.334007 0.885975
 0.176614 0.331386 0.987535
 0.170551 0.418842 0.88811
 0.176943 0.413431 0.986303
 0.177427 0.413267 1.08451 
