 -0.173564 0.195794 0.891948
 -0.176283 0.187993 0.982564
 -0.178428 0.190025 1.18735
 -0.17061 0.27798 0.882343
 -0.176319 0.277511 0.986243
 -0.177807 0.274355 1.08235
 -0.170363 0.362271 0.884265
 -0.175966 0.360824 0.986452
 -0.177878 0.360176 1.08968
 -0.171178 0.446685 0.98428
 -0.176553 0.443808 1.08141
 -0.176319 0.444297 1.18323
 -0.0572301 0.190676 0.881745
 -0.060237 0.18837 0.985265
 -0.0603801 0.188927 1.08389
 -0.0613748 0.19101 1.18534
 -0.0537661 0.275122 0.880813
 -0.0595045 0.275364 0.980005
 -0.0607792 0.275945 1.08304
 -0.0606013 0.277427 1.18809
 -0.0546075 0.360923 0.88317
 -0.0582883 0.363771 0.987616
 -0.0609764 0.361659 1.09073
 -0.0551561 0.444576 0.883886
 -0.0585669 0.446372 0.987634
 0.0567999 0.192795 0.881787
 0.0578553 0.190814 0.982249
 0.0570739 0.190421 1.08453
 0.0570111 0.191708 1.18863
 0.0587407 0.27772 0.887278
 0.0576026 0.277613 0.981652
 0.0559273 0.278319 1.08934
 0.0556702 0.277869 1.1898
 0.0610201 0.36277 0.887793
 0.0572117 0.363255 0.987488
 0.0571089 0.361632 1.08589
 0.0606379 0.443455 0.885719
 0.0583135 0.444619 0.981815
 0.172496 0.195212 0.879255
 0.175213 0.19872 0.984318
 0.176257 0.199767 1.08351
 0.174405 0.275816 0.886512
 0.175219 0.278814 0.981494
 0.175695 0.28188 1.08568
 0.176407 0.282529 1.18319
 0.174252 0.357942 0.883006
 0.174396 0.364137 1.08497
 0.177295 0.441396 0.88411
 0.177132 0.446616 0.98367
 0.174615 0.447615 1.18307 
