 104.893 207.567 0.839
 81.3771 192.648 0.736
 124.155 177.919 0.93
 102.102 162.174 0.831
 79.9571 147.297 0.733
 123.808 132.767 0.93
 80.9541 103.545 0.736
 123.358 88.2661 0.928
 101.513 72.3063 0.829
 79.7492 57.9946 0.731
 56.8304 42.5888 0.631
 185.238 221.445 0.925
 166.638 211.563 0.833
 144.302 196.197 0.731
 120.532 180.485 0.631
 185.757 177.692 0.928
 165.818 163.728 0.829
 143.752 149.063 0.728
 185.339 131.806 0.925
 164.963 117.521 0.825
 144.305 104.987 0.733
 162.671 72.832 0.825
 142.575 58.5921 0.728
 119.128 43.4656 0.625
 247.628 220.333 0.923
 206.312 194.576 0.728
 183.33 179.626 0.63
 247.057 175.928 0.928
 206.867 149.631 0.731
 183.339 133.236 0.627
 246.743 131.541 0.928
 226.892 116.968 0.825
 182.954 88.4415 0.628
 246.459 85.6394 0.928
 227.327 71.8334 0.827
 183.924 43.8509 0.63
 311.632 220.889 0.928
 292.15 210.91 0.833
 245.236 179.981 0.63
 309.983 177.11 0.933
 291.763 163.518 0.833
 269.083 148.274 0.73
 247.089 133.423 0.63
 309.715 131.482 0.93
 290.992 118.276 0.831
 310.467 85.8275 0.93
 291.859 74.2868 0.833
 269.941 59.8394 0.734 
