[155.723, 144.633, 0.924174,
 133.204, 135.266, 0.824791,
 110.993, 125.488, 0.724795,
 88.4101, 115.437, 0.624806,
 155.396, 118.211, 0.923522,
 133.531, 108.572, 0.824821,
 111.008, 98.4687, 0.724834,
 88.4255, 88.6106, 0.624833,
 155.164, 91.436, 0.923596,
 133.208, 81.6571, 0.824819,
 111.009, 71.6505, 0.72484,
 88.4163, 61.8601, 0.62485,
 155.213, 64.6721, 0.923887,
 133.446, 54.8495, 0.824804,
 110.9, 44.7328, 0.724837,
 88.4164, 34.9916, 0.624851,
 193.13, 145.079, 0.924067,
 148.422, 125.428, 0.725019,
 126, 115.402, 0.624835,
 193.013, 118.209, 0.923509,
 170.827, 108.571, 0.824818,
 148.383, 98.5766, 0.724828,
 126.002, 88.5353, 0.624842,
 193.023, 91.4317, 0.923553,
 170.94, 81.6577, 0.824826,
 148.384, 71.7587, 0.724835,
 126.034, 61.801, 0.62485,
 193.042, 64.6551, 0.923644,
 170.738, 54.8507, 0.824823,
 148.405, 44.8931, 0.724837,
 126.034, 34.9325, 0.62485,
 230.666, 144.956, 0.924101,
 208.578, 135.363, 0.824797,
 185.912, 125.391, 0.724802,
 163.646, 115.408, 0.624829,
 230.874, 118.207, 0.923496,
 208.679, 108.464, 0.824818,
 185.918, 98.5764, 0.724827,
 163.53, 88.5488, 0.62484,
 230.887, 91.4314, 0.92355,
 208.48, 81.6577, 0.824826,
 185.92, 71.7587, 0.724835,
 163.586, 61.7353, 0.624852,
 230.903, 64.6528, 0.923611,
 208.681, 54.8508, 0.824824,
 185.922, 44.9402, 0.724842,
 163.581, 34.9917, 0.624852,
 268.353, 144.958, 0.924117,
 246.204, 135.268, 0.824803,
 223.603, 125.392, 0.724808,
 201.135, 115.407, 0.624828,
 268.284, 118.211, 0.923526,
 246.152, 108.488, 0.82482,
 223.609, 98.5763, 0.724826,
 201.198, 88.597, 0.624839,
 268.296, 91.4332, 0.923567,
 223.687, 71.7829, 0.72508,
 268.414, 64.6781, 0.923972,
 246.212, 54.8512, 0.82483,
 223.614, 44.9402, 0.724843,
 201.201, 34.9915, 0.624848]
