 -0.173709 0.163247 0.888101
 -0.177249 0.159488 0.988916
 -0.177645 0.159309 1.08445
 -0.178645 0.160604 1.18992
 -0.171163 0.247809 0.884193
 -0.177712 0.246431 0.988439
 -0.176551 0.244967 1.07982
 -0.177853 0.246941 1.18988
 -0.170993 0.332041 0.883152
 -0.175602 0.329841 0.981103
 -0.178046 0.327804 1.08008
 -0.17134 0.417345 0.884818
 -0.176335 0.412816 0.981746
 -0.177781 0.411115 1.08021
 -0.176407 0.414448 1.18765
 -0.0580033 0.163068 0.886147
 -0.0592486 0.15701 0.985279
 -0.0608364 0.158746 1.08477
 -0.0548706 0.247841 0.884625
 -0.059973 0.246164 0.983867
 -0.0611213 0.244183 1.08264
 -0.0554874 0.330545 0.885153
 -0.0600807 0.330573 0.987733
 -0.0600427 0.330302 1.08444
 -0.0619015 0.330096 1.18355
 -0.0545835 0.417378 0.884664
 -0.0592535 0.417153 0.987438
 -0.0608969 0.413847 1.08783
 -0.0599404 0.415419 1.18372
 0.0566843 0.16186 0.884154
 0.0576477 0.159768 0.983582
 0.0575705 0.159933 1.08265
 0.0581411 0.160842 1.18676
 0.0576335 0.243605 0.885298
 0.0569294 0.247512 0.984668
 0.0563736 0.246071 1.08607
 0.0589502 0.330471 0.888636
 0.0571993 0.333089 0.989027
 0.0550934 0.331165 1.18926
 0.0600629 0.414575 0.885632
 0.0570343 0.415951 0.984677
 0.0558771 0.414157 1.18944
 0.173313 0.170836 0.888055
 0.174227 0.244611 0.889504
 0.174723 0.249574 0.9869
 0.174722 0.249646 1.08532
 0.174883 0.251298 1.18693
 0.175576 0.327317 0.885097
 0.174861 0.332178 0.987287
 0.174044 0.331997 1.08417
 0.173728 0.332605 1.1837
 0.176514 0.412056 0.887167
 0.176272 0.415639 0.986203
 0.175367 0.414777 1.08349 
