 124.302 225.696 0.93
 99.6182 213.175 0.829
 77.761 199.118 0.733
 53.4218 183.05 0.627
 126.118 180.501 0.933
 99.3128 166.906 0.831
 79.0449 154.022 0.738
 53.3088 136.521 0.625
 126.126 135.377 0.933
 101.062 122.066 0.833
 77.74 109.216 0.736
 125.041 88.9289 0.928
 100.602 77.4517 0.833
 76.929 63.713 0.731
 53.3966 46.5361 0.624
 187.091 225.909 0.933
 164.033 214.6 0.833
 140.981 199.155 0.734
 188.699 180.173 0.933
 163.571 166.524 0.833
 140.435 153.089 0.733
 187.113 135.208 0.928
 161.869 120.469 0.827
 140.057 106.517 0.73
 116.724 92.4186 0.631
 187.595 88.7279 0.928
 161.674 73.8505 0.825
 138.829 61.2861 0.727
 117.372 46.4653 0.63
 247.813 225.289 0.93
 226.94 212.424 0.833
 204.615 198.033 0.734
 181.78 182.75 0.631
 247.834 181.296 0.928
 225.617 165.233 0.831
 202.871 151.254 0.73
 246.359 133.612 0.92
 223.771 118.224 0.823
 177.851 90.4836 0.624
 249.018 89.7704 0.928
 224.938 74.619 0.829
 177.662 46.059 0.623
 310.853 220.707 0.93
 311.327 180.8 0.93
 289.268 163.734 0.831
 267.384 149.694 0.733
 244.018 133.174 0.631
 311.593 136.538 0.93
 288.715 119.055 0.829
 266.126 104.932 0.731
 243.644 90.4462 0.632
 311.537 90.7156 0.928
 289.291 74.2056 0.829
 267.393 60.839 0.733 
